step,env_idx,ep_r,ep_len,ep_kills,terminated,truncated
25592,3,-1.4600,500,0,0,1
25824,1,-1.4600,500,0,0,1
26392,0,-1.4600,500,0,0,1
26768,2,-1.4600,500,0,0,1
27592,3,-1.4600,500,0,0,1
27824,1,-1.4600,500,0,0,1
28392,0,-1.4600,500,0,0,1
28768,2,-1.4600,500,0,0,1
29592,3,-1.4600,500,0,0,1
29824,1,-1.4600,500,0,0,1
30392,0,-1.4600,500,0,0,1
30768,2,-1.4600,500,0,0,1
30976,3,1.0470,346,1,1,0
31824,1,-1.4600,500,0,0,1
31968,3,1.3400,248,1,1,0
32392,0,-1.4600,500,0,0,1
32768,2,-1.4600,500,0,0,1
33824,1,-1.4600,500,0,0,1
33968,3,-1.4600,500,0,0,1
34392,0,-1.4600,500,0,0,1
34768,2,-1.4600,500,0,0,1
35824,1,-1.4600,500,0,0,1
35968,3,-1.4600,500,0,0,1
36392,0,-1.4600,500,0,0,1
36768,2,-1.4600,500,0,0,1
37824,1,-1.4600,500,0,0,1
37968,3,-1.4600,500,0,0,1
38392,0,-1.4600,500,0,0,1
38768,2,-1.4600,500,0,0,1
39824,1,-1.4600,500,0,0,1
39968,3,-1.4600,500,0,0,1
40392,0,-1.4600,500,0,0,1
40768,2,-1.4600,500,0,0,1
41824,1,-1.4600,500,0,0,1
41908,3,3.6720,485,2,1,0
41912,0,-2.0970,380,0,1,0
41976,1,-1.0710,38,0,1,0
42276,2,-2.0880,377,0,1,0
42476,3,-1.3830,142,0,1,0
43216,3,-1.5130,185,0,1,0
43912,0,-1.4600,500,0,0,1
43976,1,-1.4600,500,0,0,1
44184,2,-2.3880,477,0,1,0
44352,3,-1.8090,284,0,1,0
44960,3,-1.4140,152,0,1,0
45744,3,-1.5460,196,0,1,0
45912,0,-1.4600,500,0,0,1
45976,1,-1.4600,500,0,0,1
46184,2,-1.4600,500,0,0,1
47744,3,-1.4600,500,0,0,1
47912,0,-1.4600,500,0,0,1
47976,1,-1.4600,500,0,0,1
48184,2,-1.4600,500,0,0,1
49744,3,-1.4600,500,0,0,1
49912,0,-1.4600,500,0,0,1
49976,1,-1.4600,500,0,0,1
50184,2,-1.4600,500,0,0,1
51744,3,-1.4600,500,0,0,1
51912,0,-1.4600,500,0,0,1
51976,1,-1.4600,500,0,0,1
52184,2,-1.4600,500,0,0,1
53744,3,-1.4600,500,0,0,1
53912,0,1.5820,500,1,0,1
53976,1,-1.4600,500,0,0,1
54112,0,-1.1080,50,0,1,0
54184,2,1.5620,500,1,0,1
55224,2,-1.7380,260,0,1,0
55276,0,-1.8300,291,0,1,0
55744,3,-1.4600,500,0,0,1
55868,0,-1.4020,148,0,1,0
55976,1,1.5820,500,1,0,1
56512,0,-1.4410,161,0,1,0
57224,2,-1.4600,500,0,0,1
57732,1,0.7680,439,1,1,0
57744,3,-1.4600,500,0,0,1
58512,0,-1.4600,500,0,0,1
59224,2,-1.4600,500,0,0,1
59732,1,-1.4600,500,0,0,1
59744,3,-1.4600,500,0,0,1
60512,0,-1.4600,500,0,0,1
61224,2,-1.4600,500,0,0,1
61732,1,-1.4600,500,0,0,1
61744,3,1.5820,500,1,0,1
62512,0,-1.4600,500,0,0,1
63224,2,-1.4600,500,0,0,1
63732,1,-1.4600,500,0,0,1
63744,3,1.5820,500,1,0,1
64512,0,-1.4600,500,0,0,1
65224,2,-1.4600,500,0,0,1
65732,1,-1.4600,500,0,0,1
65744,3,-1.4600,500,0,0,1
65812,3,-1.0170,17,0,1,0
66512,0,-1.4600,500,0,0,1
67224,2,-1.4600,500,0,0,1
67732,1,-1.4600,500,0,0,1
67812,3,-1.4600,500,0,0,1
68512,0,-1.4600,500,0,0,1
69224,2,1.5820,500,1,0,1
69732,1,-1.4600,500,0,0,1
69812,3,-1.4600,500,0,0,1
70152,2,-1.6530,232,0,1,0
70512,0,-1.4600,500,0,0,1
71244,2,-1.7770,273,0,1,0
71732,1,-1.4600,500,0,0,1
71812,3,-1.4600,500,0,0,1
72484,2,-1.8870,310,0,1,0
72512,0,-1.4600,500,0,0,1
72580,3,7.5610,192,3,1,0
73248,2,-1.5300,191,0,1,0
73360,0,1.4490,212,1,1,0
73700,2,-1.2960,113,0,1,0
73732,1,-1.4600,500,0,0,1
73980,3,1.0350,350,1,1,0
75216,0,-2.3490,464,0,1,0
75700,2,1.5820,500,1,0,1
75732,1,-1.4600,500,0,0,1
75980,3,4.6240,500,2,0,1
77216,0,-1.4600,500,0,0,1
77700,2,-1.4600,500,0,0,1
77732,1,-1.4600,500,0,0,1
77980,3,-1.4600,500,0,0,1
78584,0,1.0590,342,1,1,0
79700,2,-1.4600,500,0,0,1
79732,1,-1.4600,500,0,0,1
79980,3,-1.4600,500,0,0,1
80584,0,-1.4600,500,0,0,1
81700,2,-1.4600,500,0,0,1
81732,1,-1.4600,500,0,0,1
81980,3,-1.4600,500,0,0,1
82584,0,7.6381,500,3,0,1
83036,0,-1.2970,113,0,1,0
83156,3,-1.8390,294,0,1,0
83700,2,-1.4600,500,0,0,1
83732,1,-1.4600,500,0,0,1
84012,3,-1.5990,214,0,1,0
84680,3,-1.4590,167,0,1,0
85036,0,-1.4600,500,0,0,1
85700,2,-1.4600,500,0,0,1
85732,1,-1.4600,500,0,0,1
86680,3,-1.4600,500,0,0,1
87036,0,-1.4600,500,0,0,1
87700,2,-1.4600,500,0,0,1
87732,1,1.5820,500,1,0,1
88680,3,-1.4600,500,0,0,1
89036,0,-1.4600,500,0,0,1
89700,2,-1.4600,500,0,0,1
89732,1,1.5820,500,1,0,1
90680,3,-1.4600,500,0,0,1
91036,0,-1.4600,500,0,0,1
91700,2,-1.4600,500,0,0,1
91732,1,-1.4600,500,0,0,1
92680,3,-1.4600,500,0,0,1
93036,0,-1.4600,500,0,0,1
93700,2,-1.4600,500,0,0,1
93732,1,-1.4600,500,0,0,1
94680,3,-1.4600,500,0,0,1
95036,0,-1.4600,500,0,0,1
95700,2,-1.4600,500,0,0,1
95732,1,-1.4600,500,0,0,1
96680,3,-1.4600,500,0,0,1
97036,0,-1.4600,500,0,0,1
97700,2,-1.4600,500,0,0,1
97732,1,-1.4600,500,0,0,1
98680,3,-1.4600,500,0,0,1
99036,0,-1.4600,500,0,0,1
99700,2,-1.4600,500,0,0,1
99732,1,-1.4600,500,0,0,1
100680,3,-1.4600,500,0,0,1
101036,0,-1.4600,500,0,0,1
101700,2,-1.4600,500,0,0,1
101732,1,-1.4600,500,0,0,1
102680,3,-1.4600,500,0,0,1
103036,0,-1.4600,500,0,0,1
103700,2,-1.4600,500,0,0,1
103732,1,-1.4600,500,0,0,1
104680,3,-1.4600,500,0,0,1
105036,0,1.5820,500,1,0,1
105700,2,-1.4600,500,0,0,1
105732,1,-1.4600,500,0,0,1
106680,3,-1.4600,500,0,0,1
107036,0,-1.4600,500,0,0,1
107700,2,-1.4600,500,0,0,1
107732,1,-1.4600,500,0,0,1
108680,3,-1.4600,500,0,0,1
109036,0,-1.4600,500,0,0,1
109700,2,-1.4600,500,0,0,1
109732,1,-1.4600,500,0,0,1
110680,3,-1.4600,500,0,0,1
111036,0,-1.4600,500,0,0,1
111552,2,-2.3460,463,0,1,0
111732,1,-1.4600,500,0,0,1
112116,0,1.2750,270,1,1,0
112680,3,4.6240,500,2,0,1
113552,2,-1.4600,500,0,0,1
113732,1,-1.4600,500,0,0,1
114116,0,-1.4600,500,0,0,1
114680,3,-1.4600,500,0,0,1
115552,2,-1.4600,500,0,0,1
115732,1,-1.4600,500,0,0,1
116116,0,-1.4600,500,0,0,1
116680,3,-1.4600,500,0,0,1
117552,2,1.5820,500,1,0,1
117732,1,-1.4600,500,0,0,1
118116,0,4.6240,500,2,0,1
118148,0,-1.0080,8,0,1,0
118680,3,-1.4600,500,0,0,1
119028,0,-1.6180,220,0,1,0
119552,2,-1.4600,500,0,0,1
119628,2,-1.0190,19,0,1,0
119732,1,-1.4600,500,0,0,1
120680,3,-1.4600,500,0,0,1
121028,0,-1.4600,500,0,0,1
121628,2,-1.4600,500,0,0,1
121732,1,-1.4600,500,0,0,1
122680,3,-1.4600,500,0,0,1
123028,0,-1.4600,500,0,0,1
123628,2,-1.4600,500,0,0,1
123732,1,-1.4600,500,0,0,1
124680,3,-1.4600,500,0,0,1
125028,0,-1.4600,500,0,0,1
125628,2,1.5820,500,1,0,1
125712,2,-1.0210,21,0,1,0
125732,1,-1.4600,500,0,0,1
126680,3,-1.4600,500,0,0,1
127028,0,-1.4600,500,0,0,1
127712,2,-1.4600,500,0,0,1
127732,1,-1.4600,500,0,0,1
128680,3,-1.4600,500,0,0,1
128828,1,1.2620,274,1,1,0
129028,0,-1.4600,500,0,0,1
129712,2,-1.4600,500,0,0,1
130680,3,-1.4600,500,0,0,1
130828,1,-1.4600,500,0,0,1
131028,0,-1.4600,500,0,0,1
131712,2,-1.4600,500,0,0,1
132680,3,-1.4600,500,0,0,1
132828,1,-1.4600,500,0,0,1
133028,0,-1.4600,500,0,0,1
133712,2,-1.4600,500,0,0,1
134680,3,-1.4600,500,0,0,1
134828,1,1.5820,500,1,0,1
135028,0,-1.4600,500,0,0,1
135712,2,-1.4600,500,0,0,1
136564,1,0.7830,434,1,1,0
136680,3,-1.4600,500,0,0,1
137028,0,-1.4600,500,0,0,1
137712,2,4.5820,500,2,0,1
138172,2,-1.3030,115,0,1,0
138564,1,-1.4600,500,0,0,1
138680,3,-1.4600,500,0,0,1
139028,0,-1.4600,500,0,0,1
139064,2,-1.6260,223,0,1,0
140564,1,-1.4600,500,0,0,1
140680,3,-1.4600,500,0,0,1
140800,2,0.7830,434,1,1,0
141028,0,-1.4600,500,0,0,1
141584,2,-1.5460,196,0,1,0
142564,1,-1.4600,500,0,0,1
142680,3,-1.4600,500,0,0,1
143028,0,-1.4600,500,0,0,1
143584,2,-1.4600,500,0,0,1
143780,1,1.1730,304,1,1,0
144680,3,-1.4600,500,0,0,1
145028,0,7.6360,500,3,0,1
145268,0,-1.1380,60,0,1,0
145584,2,-1.4600,500,0,0,1
145780,1,-1.4600,500,0,0,1
146680,3,-1.4600,500,0,0,1
147268,0,-1.4600,500,0,0,1
147584,2,-1.4600,500,0,0,1
147780,1,1.5820,500,1,0,1
148680,3,-1.4600,500,0,0,1
149268,0,-1.4600,500,0,0,1
149584,2,-1.4600,500,0,0,1
149780,1,-1.4600,500,0,0,1
150680,3,-1.4600,500,0,0,1
150996,1,1.1720,304,1,1,0
151268,0,-1.4600,500,0,0,1
151584,2,-1.4600,500,0,0,1
151780,1,-1.5450,196,0,1,0
152452,3,-2.2860,443,0,1,0
152776,1,1.3380,249,1,1,0
152780,0,-2.0910,378,0,1,0
152832,2,-1.8930,312,0,1,0
153812,0,1.3110,258,1,1,0
154148,2,-1.9440,329,0,1,0
154452,3,-1.4600,500,0,0,1
154776,1,-1.4600,500,0,0,1
155812,0,-1.4600,500,0,0,1
155968,3,0.9480,379,1,1,0
156148,2,-1.4600,500,0,0,1
156396,2,-1.1440,62,0,1,0
156776,1,-1.4600,500,0,0,1
157452,3,-2.0700,371,0,1,0
157476,2,4.3170,270,2,1,0
157812,0,1.5820,500,1,0,1
157856,3,-1.2600,101,0,1,0
157976,0,-1.0800,41,0,1,0
158776,1,-1.4600,500,0,0,1
159308,1,1.6830,133,1,1,0
159476,2,-1.4600,500,0,0,1
159856,3,-1.4600,500,0,0,1
159976,0,-1.4600,500,0,0,1
160348,2,1.4310,218,1,1,0
160512,3,-1.4490,164,0,1,0
160764,0,-1.5480,197,0,1,0
161308,1,1.5820,500,1,0,1
161728,2,-1.9920,345,0,1,0
161964,0,1.1850,300,1,1,0
161964,3,0.9960,363,1,1,0
162628,3,-1.4560,166,0,1,0
162632,1,-1.9500,331,0,1,0
162920,2,-1.8510,298,0,1,0
163276,1,-1.4400,161,0,1,0
163692,2,-1.5360,193,0,1,0
163964,0,-1.4600,500,0,0,1
164268,3,0.8550,410,1,1,0
164464,2,-1.5360,193,0,1,0
164484,0,-1.3470,130,0,1,0
165076,2,-1.4160,153,0,1,0
165276,1,-1.4600,500,0,0,1
165736,2,-1.4530,165,0,1,0
165736,3,-2.0580,367,0,1,0
166044,0,-2.1270,390,0,1,0
166944,3,1.1790,302,1,1,0
167136,0,-1.7760,273,0,1,0
167276,1,-1.4600,500,0,0,1
167736,2,-1.4600,500,0,0,1
168944,3,1.5820,500,1,0,1
169136,0,-1.4600,500,0,0,1
169276,1,-1.4600,500,0,0,1
169488,2,0.7710,438,1,1,0
170944,3,-1.4600,500,0,0,1
171136,0,-1.4600,500,0,0,1
171276,1,-1.4600,500,0,0,1
171488,2,1.5820,500,1,0,1
172484,2,-1.7050,249,0,1,0
172944,3,-1.4600,500,0,0,1
173136,0,-1.4600,500,0,0,1
173276,1,-1.4600,500,0,0,1
173528,2,-1.7400,261,0,1,0
173600,3,-1.4490,164,0,1,0
174060,1,-1.5450,196,0,1,0
175136,0,4.6240,500,2,0,1
175528,2,1.5820,500,1,0,1
175600,3,-1.4600,500,0,0,1
176060,1,-1.4600,500,0,0,1
177136,0,-1.4600,500,0,0,1
177528,2,1.5820,500,1,0,1
177600,3,-1.4600,500,0,0,1
177856,2,1.8020,82,1,1,0
178060,1,-1.4600,500,0,0,1
179040,2,-1.8460,296,0,1,0
179136,0,1.5820,500,1,0,1
179600,3,-1.4600,500,0,0,1
180060,1,-1.4600,500,0,0,1
