step,env_idx,ep_r,ep_len,ep_kills,terminated,truncated
59892,0,-3.0160,347,0,1,0
59892,1,-3.0160,347,0,1,0
61358,0,-4.2420,733,1,1,0
62380,0,-2.9210,511,1,1,0
62592,1,-9.0340,1350,0,1,0
63046,1,-2.2970,227,0,1,0
63288,0,-2.5730,454,1,1,0
65248,1,-5.3700,1101,2,1,0
66266,0,-7.6830,1489,2,1,0
66514,1,-3.6470,633,1,1,0
66920,0,-2.8960,327,0,1,0
67314,1,-3.3340,400,0,1,0
68638,1,-2.7170,662,2,1,0
68846,0,-4.5420,963,2,1,0
69562,0,-2.0030,358,1,1,0
70076,1,-5.2480,719,0,1,0
70078,0,-2.4820,258,0,1,0
71170,0,-2.0360,546,2,1,0
73108,0,-3.5090,969,3,1,0
73676,1,-10.7398,1800,0,0,1
74068,0,-2.7300,480,1,1,0
76366,0,-4.5640,1149,3,1,0
77140,1,-10.2559,1732,1,1,0
77764,0,-5.1280,699,0,1,0
78140,1,-0.6690,500,3,1,0
78902,0,-2.1930,569,2,1,0
78902,1,-2.1500,381,1,1,0
81300,1,-5.9490,1199,2,1,0
81462,0,-7.5240,1280,1,1,0
82480,0,-1.8240,509,2,1,0
82762,1,-5.3200,731,0,1,0
83404,1,-1.7610,321,1,1,0
85080,0,-6.5740,1300,2,1,0
85834,1,-4.9890,1215,3,1,0
86288,0,-2.4130,604,2,1,0
86736,1,-2.5750,451,1,1,0
86990,0,-0.8900,351,2,1,0
88006,1,-2.5940,635,2,1,0
89432,0,-6.1150,1221,2,1,0
90028,0,-1.6580,298,1,1,0
90068,1,-3.8750,1031,3,1,0
90628,1,-1.5500,280,1,1,0
90898,0,-2.4790,435,1,1,0
91624,1,-2.8520,498,1,1,0
91718,0,-1.2440,410,2,1,0
92588,1,-2.7360,482,1,1,0
93554,1,-2.7580,483,1,1,0
95318,0,-6.4751,1800,4,0,1
95414,0,-1.2230,48,0,1,0
96514,0,-2.0800,550,2,1,0
97154,1,-7.4901,1800,3,0,1
97306,1,-0.2960,76,1,1,0
97810,1,-2.4470,252,0,1,0
99652,1,-3.2260,921,3,1,0
100114,0,-7.4950,1800,3,0,1
100292,1,-0.6750,320,2,1,0
101526,0,-4.0950,706,1,1,0
101526,1,-3.5710,617,1,1,0
101948,1,-1.1010,211,1,1,0
102556,0,-2.9590,515,1,1,0
103274,1,-3.8470,663,1,1,0
103510,0,-2.7260,477,1,1,0
103626,1,-1.9900,176,0,1,0
104414,0,-1.4810,452,2,1,0
106408,1,-7.1250,1391,2,1,0
107094,0,-6.8090,1340,2,1,0
107674,1,-2.5770,633,2,1,0
108364,1,-0.8500,345,2,1,0
109904,1,-3.3950,770,2,1,0
110694,0,-8.5799,1800,2,0,1
111016,0,-1.9010,161,0,1,0
111462,1,-4.5280,779,1,1,0
112226,1,-1.0670,382,2,1,0
112566,0,-2.3190,775,3,1,0
113032,1,-3.3520,403,0,1,0
113798,0,-2.4700,616,2,1,0
113798,1,-1.0670,383,2,1,0
114140,1,-0.8860,171,1,1,0
114520,0,-3.1000,361,0,1,0
115242,0,-2.0260,361,1,1,0
115516,1,-3.9770,688,1,1,0
116130,1,-1.6970,307,1,1,0
116886,1,-2.1380,378,1,1,0
117132,0,-2.2890,945,4,1,0
117176,1,-1.8040,145,0,1,0
118442,0,-3.7990,655,1,1,0
119224,0,-1.1160,391,2,1,0
119928,0,-3.0470,352,0,1,0
120776,1,-7.5050,1800,3,0,1
120792,0,-2.4470,432,1,1,0
121644,1,-2.4680,434,1,1,0
121784,0,-0.6750,496,3,1,0
123264,0,-4.3050,740,1,1,0
124176,1,-6.3800,1266,2,1,0
124724,0,-3.1540,730,2,1,0
124724,1,-1.4780,274,1,1,0
125154,1,-2.2250,215,0,1,0
125562,0,-1.2930,419,2,1,0
126370,1,-2.4020,608,2,1,0
127008,0,-3.1120,723,2,1,0
127578,0,-1.5450,285,1,1,0
128372,1,-5.8750,1001,1,1,0
129738,0,-5.2340,1080,2,1,0
129964,1,-1.3850,796,4,1,0
130492,0,0.0640,377,3,1,0
131598,0,-2.1030,553,2,1,0
132696,1,-5.8700,1366,3,1,0
133078,0,-3.2190,740,2,1,0
133482,1,-2.1920,393,1,1,0
133958,1,-1.2730,238,1,1,0
134062,0,-2.8060,492,1,1,0
134824,0,-1.0660,381,2,1,0
135298,1,-1.7340,670,3,1,0
135396,0,-0.4850,286,2,1,0
135560,1,-1.7200,131,0,1,0
135818,1,-1.7090,129,0,1,0
136200,0,-2.2810,402,1,1,0
136798,0,-1.6390,299,1,1,0
137302,1,-3.2160,742,2,1,0
138096,0,-1.5880,649,3,1,0
138552,1,0.7060,625,5,1,0
139478,0,-2.9300,691,2,1,0
140450,0,-3.8510,486,0,1,0
141278,0,-3.4190,414,0,1,0
142152,1,-9.6449,1800,1,0,1
142246,0,-2.7640,484,1,1,0
143868,0,-2.5610,811,3,1,0
144760,0,-2.5260,446,1,1,0
144990,1,-7.3080,1419,2,1,0
146246,1,-1.4580,628,3,1,0
146906,0,-2.9770,1073,4,1,0
147826,0,-2.6050,460,1,1,0
148184,1,-5.6530,969,1,1,0
148476,0,-1.8140,325,1,1,0
149060,0,0.4980,292,3,1,0
149820,1,-3.6720,818,2,1,0
150258,1,-1.1640,219,1,1,0
151570,1,-2.7110,656,2,1,0
151824,0,-5.9610,1382,3,1,0
152978,0,-0.0820,577,4,1,0
153436,1,-3.2720,933,3,1,0
153512,0,-1.4660,267,1,1,0
154208,1,-2.1750,386,1,1,0
154438,1,-1.6250,115,0,1,0
154704,0,-2.3300,596,2,1,0
154998,1,-2.6140,280,0,1,0
155760,1,-2.1460,381,1,1,0
155836,0,-4.3300,566,0,1,0
156376,1,-1.6820,308,1,1,0
156534,0,-0.8630,349,2,1,0
157304,0,0.0100,385,3,1,0
157318,1,-2.6750,471,1,1,0
158222,0,-2.5980,459,1,1,0
158644,0,-0.0860,211,2,1,0
159046,1,-5.0330,864,1,1,0
159530,1,-1.3120,242,1,1,0
159792,0,-3.2880,574,1,1,0
160660,0,-1.3740,434,2,1,0
160744,1,-3.5060,607,1,1,0
161310,1,-2.6330,283,0,1,0
162074,1,-2.1320,382,1,1,0
162524,0,-6.5260,932,0,1,0
163072,1,-1.7580,499,2,1,0
163780,1,-1.9690,354,1,1,0
164136,0,-4.6700,806,1,1,0
164498,1,-2.0030,359,1,1,0
165112,0,-0.6120,488,3,1,0
165680,1,-2.3100,591,2,1,0
166264,0,-3.3050,576,1,1,0
166456,1,-2.1770,388,1,1,0
166850,0,-0.5120,293,2,1,0
166910,1,-1.2010,227,1,1,0
167146,0,-1.8220,148,0,1,0
167346,1,-1.1620,218,1,1,0
167480,0,-1.9360,167,0,1,0
168586,1,-2.4640,620,2,1,0
168616,0,1.0680,568,5,1,0
169500,0,-2.4870,442,1,1,0
169532,1,-2.6870,473,1,1,0
170580,1,-4.0790,524,0,1,0
170924,0,-4.1060,712,1,1,0
172008,0,-3.1020,542,1,1,0
172408,1,-4.2480,914,2,1,0
173652,1,-3.5720,622,1,1,0
173908,0,-4.4640,950,2,1,0
174692,0,-1.1020,392,2,1,0
175158,0,-2.3330,233,0,1,0
175214,1,-4.5350,781,1,1,0
175660,0,-1.3500,251,1,1,0
176216,0,-2.6030,278,0,1,0
176598,1,-4.0160,692,1,1,0
177282,0,-1.9820,533,2,1,0
178858,1,-4.4390,1130,3,1,0
179272,0,-3.6290,995,3,1,0
179932,0,-2.9150,330,0,1,0
180614,1,-6.2020,878,0,1,0
180688,0,-1.0370,378,2,1,0
181292,0,-1.6620,302,1,1,0
181436,1,-3.4000,411,0,1,0
182846,1,-3.0250,705,2,1,0
184228,1,-2.9060,691,2,1,0
184892,0,-8.5850,1800,2,0,1
185698,0,-1.1580,403,2,1,0
186376,1,-4.1030,1074,3,1,0
186770,0,-1.9900,536,2,1,0
186904,1,-1.4280,264,1,1,0
187952,1,-0.8440,524,3,1,0
188294,0,-3.3460,762,2,1,0
188328,1,-2.0620,188,0,1,0
189448,1,0.0350,560,4,1,0
189496,0,-3.4400,601,1,1,0
190552,1,-3.1660,552,1,1,0
190618,0,-3.2100,561,1,1,0
191372,0,-1.0170,377,2,1,0
192164,1,-4.6750,806,1,1,0
192442,0,-0.8540,535,3,1,0
192726,1,-2.6200,281,0,1,0
193358,1,-1.7560,316,1,1,0
193642,0,-3.4490,600,1,1,0
194180,0,-1.4640,269,1,1,0
194342,1,-2.8160,492,1,1,0
194612,0,-1.1450,216,1,1,0
195192,1,-1.3240,425,2,1,0
195680,0,-1.9680,534,2,1,0
195680,1,-1.3080,244,1,1,0
196340,1,-1.8200,330,1,1,0
196446,0,-1.1020,383,2,1,0
197752,1,-4.0700,706,1,1,0
199046,1,-1.5770,647,3,1,0
200034,0,-8.5031,1794,3,1,0
200430,1,-2.9010,692,2,1,0
200638,0,-1.6710,302,1,1,0
